id,source,job_title,company,location,country_code,country_name,salary_min,salary_max,currency,skills,skills_count,dataset_origin,collected_at
glassdoor_europe_251,glassdoor_europe,Backend Developer,BlaBlaCar,"Capital, France",FR,France,83958,100749,EUR,Node.js;Redis;Python,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_252,glassdoor_europe,Software Architect,Supercell,"City, Belgium",BE,Belgium,51994,62392,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_253,glassdoor_europe,Site Reliability Engineer,N26,"Capital, Austria",AT,Austria,73611,88333,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_254,glassdoor_europe,Full Stack Developer,Siemens,"City, Italy",IT,Italy,48851,58621,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_255,glassdoor_europe,Data Analyst,Supercell,"Capital, Italy",IT,Italy,102072,122486,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_256,glassdoor_europe,Data Analyst,Amadeus,"Capital, Belgium",BE,Belgium,72379,86854,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_257,glassdoor_europe,Frontend Developer,OVH,"Capital, Spain",ES,Spain,76488,91785,EUR,JavaScript;HTML;React,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_258,glassdoor_europe,Full Stack Developer,BlaBlaCar,"City, Belgium",BE,Belgium,63521,76225,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_259,glassdoor_europe,Data Scientist,King Digital Entertainment,"City, Germany",DE,Germany,78825,94590,EUR,Python;SQL;Machine Learning,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_260,glassdoor_europe,Principal Engineer,ASML,"City, Germany",DE,Germany,103276,123931,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_261,glassdoor_europe,Data Engineer,OVH,"Capital, Norway",NO,Norway,83632,100358,EUR,SQL;Airflow;Kafka,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_262,glassdoor_europe,Frontend Developer,Nokia,"Capital, Spain",ES,Spain,74379,89254,EUR,CSS;HTML;JavaScript,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_263,glassdoor_europe,Technical Lead,Skype,"Capital, France",FR,France,113623,136347,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_264,glassdoor_europe,Site Reliability Engineer,N26,"City, Netherlands",NL,Netherlands,120729,144874,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_265,glassdoor_europe,Product Manager,Spotify,"City, United Kingdom",GB,United Kingdom,57589,69106,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_266,glassdoor_europe,Data Scientist,Skype,"Capital, Switzerland",CH,Switzerland,133704,160444,EUR,Python;R;TensorFlow,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_267,glassdoor_europe,Software Engineer,Supercell,"City, Germany",DE,Germany,54407,65288,EUR,JavaScript;Docker;Java,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_268,glassdoor_europe,Site Reliability Engineer,King Digital Entertainment,"Capital, United Kingdom",GB,United Kingdom,51219,61462,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_269,glassdoor_europe,Full Stack Developer,Dassault Systemes,"City, Germany",DE,Germany,84112,100934,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_270,glassdoor_europe,Technical Lead,Zalando,"Capital, Switzerland",CH,Switzerland,95552,114662,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_271,glassdoor_europe,Product Manager,Nokia,"Capital, Austria",AT,Austria,66104,79324,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_272,glassdoor_europe,Full Stack Developer,OVH,"City, France",FR,France,66973,80367,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_273,glassdoor_europe,Site Reliability Engineer,SAP,"City, Spain",ES,Spain,33574,40288,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_274,glassdoor_europe,DevOps Engineer,ARM,"City, Spain",ES,Spain,47528,57033,EUR,Kubernetes;Jenkins;Docker,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_275,glassdoor_europe,Staff Engineer,DeepMind,"Capital, Belgium",BE,Belgium,86762,104114,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_276,glassdoor_europe,Machine Learning Engineer,Klarna,"Capital, Spain",ES,Spain,51429,61714,EUR,Python;TensorFlow;PyTorch,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_277,glassdoor_europe,Data Engineer,SAP,"Capital, France",FR,France,75893,91071,EUR,Python;Kafka;SQL,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_278,glassdoor_europe,Software Architect,ASML,"City, Spain",ES,Spain,82503,99003,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_279,glassdoor_europe,Data Analyst,N26,"City, Spain",ES,Spain,43813,52575,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_280,glassdoor_europe,Machine Learning Engineer,Nokia,"Capital, Austria",AT,Austria,88023,105627,EUR,Docker;TensorFlow;PyTorch,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_281,glassdoor_europe,Frontend Developer,Supercell,"Capital, Germany",DE,Germany,121072,145286,EUR,CSS;React;JavaScript,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_282,glassdoor_europe,Data Analyst,Booking.com,"Capital, Denmark",DK,Denmark,109077,130892,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_283,glassdoor_europe,Principal Engineer,Skype,"City, Norway",NO,Norway,150889,181066,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_284,glassdoor_europe,Frontend Developer,Supercell,"Capital, Belgium",BE,Belgium,85384,102460,EUR,Vue.js;HTML;CSS,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_285,glassdoor_europe,Staff Engineer,Klarna,"Capital, Austria",AT,Austria,62269,74722,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_286,glassdoor_europe,Machine Learning Engineer,Revolut,"City, Switzerland",CH,Switzerland,140062,168074,EUR,PyTorch;Python;MLflow,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_287,glassdoor_europe,Principal Engineer,BlaBlaCar,"Capital, Italy",IT,Italy,63461,76153,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_288,glassdoor_europe,Data Analyst,Klarna,"City, United Kingdom",GB,United Kingdom,68229,81874,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_289,glassdoor_europe,Site Reliability Engineer,Klarna,"City, Denmark",DK,Denmark,80297,96356,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_290,glassdoor_europe,Software Architect,SAP,"City, France",FR,France,45291,54349,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_291,glassdoor_europe,Backend Developer,Supercell,"City, Switzerland",CH,Switzerland,122424,146908,EUR,PostgreSQL;Python;Java,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_292,glassdoor_europe,Full Stack Developer,Zalando,"City, Spain",ES,Spain,41046,49255,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_293,glassdoor_europe,Full Stack Developer,King Digital Entertainment,"City, France",FR,France,68962,82754,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_294,glassdoor_europe,DevOps Engineer,Siemens,"Capital, Netherlands",NL,Netherlands,73800,88560,EUR,Kubernetes;Linux;Docker,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_295,glassdoor_europe,Site Reliability Engineer,Spotify,"City, Germany",DE,Germany,45344,54412,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_296,glassdoor_europe,Machine Learning Engineer,Zalando,"Capital, France",FR,France,140667,168800,EUR,TensorFlow;Python;Docker,3,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_297,glassdoor_europe,Software Architect,Nokia,"City, United Kingdom",GB,United Kingdom,68008,81609,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.138508
glassdoor_europe_298,glassdoor_europe,Technical Lead,Siemens,"City, Norway",NO,Norway,119918,143901,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_299,glassdoor_europe,Data Analyst,Amadeus,"Capital, France",FR,France,87099,104518,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_300,glassdoor_europe,Full Stack Developer,Amadeus,"Capital, Italy",IT,Italy,62213,74655,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_301,glassdoor_europe,Principal Engineer,Siemens,"City, United Kingdom",GB,United Kingdom,74383,89259,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_302,glassdoor_europe,Full Stack Developer,Revolut,"Capital, Switzerland",CH,Switzerland,159806,191767,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_303,glassdoor_europe,Principal Engineer,Supercell,"Capital, Netherlands",NL,Netherlands,179305,215166,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_304,glassdoor_europe,Product Manager,Adyen,"City, Sweden",SE,Sweden,110782,132938,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_305,glassdoor_europe,Product Manager,N26,"City, Switzerland",CH,Switzerland,116346,139615,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_306,glassdoor_europe,Backend Developer,Zalando,"Capital, Spain",ES,Spain,58274,69928,EUR,Java;PostgreSQL;Python,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_307,glassdoor_europe,Frontend Developer,Skype,"Capital, Spain",ES,Spain,25256,30307,EUR,JavaScript;Vue.js;CSS,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_308,glassdoor_europe,Machine Learning Engineer,DeepMind,"Capital, Switzerland",CH,Switzerland,107512,129014,EUR,Docker;Python;TensorFlow,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_309,glassdoor_europe,Product Manager,ARM,"Capital, Sweden",SE,Sweden,59938,71925,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_310,glassdoor_europe,Data Engineer,DeepMind,"City, Belgium",BE,Belgium,60779,72934,EUR,Airflow;Python;SQL,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_311,glassdoor_europe,Technical Lead,OVH,"Capital, Norway",NO,Norway,103275,123930,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_312,glassdoor_europe,Frontend Developer,Supercell,"Capital, United Kingdom",GB,United Kingdom,64671,77605,EUR,CSS;React;Vue.js,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_313,glassdoor_europe,Technical Lead,Spotify,"Capital, United Kingdom",GB,United Kingdom,112126,134551,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_314,glassdoor_europe,Staff Engineer,Ericsson,"Capital, Norway",NO,Norway,119646,143575,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_315,glassdoor_europe,Backend Developer,Skype,"City, Denmark",DK,Denmark,96754,116104,EUR,Node.js;Java;Python,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_316,glassdoor_europe,Site Reliability Engineer,Adyen,"Capital, Denmark",DK,Denmark,57697,69236,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_317,glassdoor_europe,Frontend Developer,Wise,"Capital, United Kingdom",GB,United Kingdom,97842,117410,EUR,HTML;React;CSS,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_318,glassdoor_europe,Site Reliability Engineer,Spotify,"Capital, France",FR,France,53704,64444,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_319,glassdoor_europe,Staff Engineer,Zalando,"Capital, Germany",DE,Germany,45119,54142,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_320,glassdoor_europe,Data Analyst,BlaBlaCar,"City, Norway",NO,Norway,129196,155035,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_321,glassdoor_europe,DevOps Engineer,Siemens,"Capital, Austria",AT,Austria,69596,83515,EUR,Linux;AWS;Jenkins,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_322,glassdoor_europe,Software Engineer,Klarna,"City, Sweden",SE,Sweden,81264,97516,EUR,Docker;JavaScript;Python,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_323,glassdoor_europe,Frontend Developer,Skype,"Capital, United Kingdom",GB,United Kingdom,44128,52953,EUR,Vue.js;CSS;React,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_324,glassdoor_europe,DevOps Engineer,Amadeus,"City, Switzerland",CH,Switzerland,113601,136321,EUR,Jenkins;AWS;Docker,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_325,glassdoor_europe,Data Analyst,BlaBlaCar,"Capital, Austria",AT,Austria,49424,59308,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_326,glassdoor_europe,Data Analyst,DeepMind,"Capital, Spain",ES,Spain,63042,75650,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_327,glassdoor_europe,Backend Developer,OVH,"City, Netherlands",NL,Netherlands,48078,57693,EUR,Node.js;Redis;PostgreSQL,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_328,glassdoor_europe,DevOps Engineer,Amadeus,"City, Austria",AT,Austria,68368,82041,EUR,Jenkins;Docker;AWS,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_329,glassdoor_europe,DevOps Engineer,OVH,"City, Austria",AT,Austria,83268,99921,EUR,Jenkins;Docker;Linux,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_330,glassdoor_europe,Backend Developer,King Digital Entertainment,"City, Netherlands",NL,Netherlands,88904,106684,EUR,Node.js;PostgreSQL;Python,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_331,glassdoor_europe,Product Manager,Siemens,"City, Germany",DE,Germany,122724,147268,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_332,glassdoor_europe,Frontend Developer,Adyen,"City, Sweden",SE,Sweden,156150,187380,EUR,JavaScript;CSS;React,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_333,glassdoor_europe,Machine Learning Engineer,Zalando,"City, Italy",IT,Italy,85980,103176,EUR,PyTorch;MLflow;Docker,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_334,glassdoor_europe,Frontend Developer,OVH,"City, Norway",NO,Norway,96829,116194,EUR,HTML;Vue.js;React,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_335,glassdoor_europe,Technical Lead,DeepMind,"Capital, Netherlands",NL,Netherlands,71395,85674,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_336,glassdoor_europe,Principal Engineer,Siemens,"City, United Kingdom",GB,United Kingdom,120583,144699,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_337,glassdoor_europe,Product Manager,ASML,"Capital, Austria",AT,Austria,67645,81174,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_338,glassdoor_europe,DevOps Engineer,Dassault Systemes,"Capital, Sweden",SE,Sweden,67060,80472,EUR,Linux;Kubernetes;AWS,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_339,glassdoor_europe,Frontend Developer,BlaBlaCar,"Capital, France",FR,France,67596,81115,EUR,JavaScript;React;Vue.js,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_340,glassdoor_europe,Software Engineer,King Digital Entertainment,"City, Denmark",DK,Denmark,169399,203278,EUR,Java;Python;React,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_341,glassdoor_europe,Product Manager,Supercell,"Capital, Switzerland",CH,Switzerland,177694,213232,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_342,glassdoor_europe,Data Scientist,Klarna,"Capital, United Kingdom",GB,United Kingdom,127734,153280,EUR,Machine Learning;TensorFlow;Python,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_343,glassdoor_europe,Data Engineer,N26,"City, Sweden",SE,Sweden,87270,104724,EUR,Kafka;Python;Spark,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_344,glassdoor_europe,Data Engineer,Supercell,"City, Sweden",SE,Sweden,56215,67458,EUR,Python;Kafka;SQL,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_345,glassdoor_europe,Backend Developer,ASML,"Capital, Denmark",DK,Denmark,71020,85224,EUR,Java;Node.js;Redis,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_346,glassdoor_europe,Frontend Developer,BlaBlaCar,"City, Italy",IT,Italy,73501,88201,EUR,Vue.js;HTML;JavaScript,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_347,glassdoor_europe,Staff Engineer,Amadeus,"City, Switzerland",CH,Switzerland,96867,116240,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_348,glassdoor_europe,Site Reliability Engineer,Revolut,"Capital, Switzerland",CH,Switzerland,131642,157970,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_349,glassdoor_europe,Backend Developer,King Digital Entertainment,"Capital, Denmark",DK,Denmark,91909,110290,EUR,Node.js;PostgreSQL;Redis,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_350,glassdoor_europe,Backend Developer,Amadeus,"Capital, Germany",DE,Germany,66613,79935,EUR,Python;Redis;PostgreSQL,3,european_market_data,2025-07-02T11:14:24.139512
glassdoor_europe_351,glassdoor_europe,Product Manager,ASML,"Capital, Norway",NO,Norway,114235,137082,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_352,glassdoor_europe,Machine Learning Engineer,Criteo,"Capital, Italy",IT,Italy,69195,83034,EUR,MLflow;PyTorch;TensorFlow,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_353,glassdoor_europe,Product Manager,Booking.com,"Capital, France",FR,France,60037,72044,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_354,glassdoor_europe,Full Stack Developer,Adyen,"Capital, Netherlands",NL,Netherlands,116202,139442,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_355,glassdoor_europe,Site Reliability Engineer,Booking.com,"City, Netherlands",NL,Netherlands,60161,72193,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_356,glassdoor_europe,Full Stack Developer,Klarna,"City, Germany",DE,Germany,91273,109527,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_357,glassdoor_europe,Staff Engineer,Criteo,"Capital, Denmark",DK,Denmark,125011,150013,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_358,glassdoor_europe,DevOps Engineer,OVH,"City, Belgium",BE,Belgium,63985,76782,EUR,Jenkins;Kubernetes;AWS,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_359,glassdoor_europe,Site Reliability Engineer,BlaBlaCar,"City, Netherlands",NL,Netherlands,139558,167469,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_360,glassdoor_europe,Site Reliability Engineer,N26,"Capital, Italy",IT,Italy,58512,70214,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_361,glassdoor_europe,Staff Engineer,Spotify,"Capital, Norway",NO,Norway,148317,177980,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_362,glassdoor_europe,Data Analyst,Booking.com,"City, Netherlands",NL,Netherlands,81649,97978,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_363,glassdoor_europe,Software Engineer,ASML,"City, Italy",IT,Italy,72379,86854,EUR,Java;Python;React,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_364,glassdoor_europe,Product Manager,DeepMind,"Capital, Sweden",SE,Sweden,40648,48777,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_365,glassdoor_europe,Data Scientist,Supercell,"Capital, Italy",IT,Italy,83514,100216,EUR,R;Machine Learning;SQL,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_366,glassdoor_europe,Frontend Developer,Criteo,"Capital, United Kingdom",GB,United Kingdom,96367,115640,EUR,JavaScript;React;CSS,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_367,glassdoor_europe,Full Stack Developer,N26,"City, Switzerland",CH,Switzerland,190573,228687,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_368,glassdoor_europe,Principal Engineer,SAP,"Capital, Belgium",BE,Belgium,97075,116490,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_369,glassdoor_europe,Software Architect,Amadeus,"City, Sweden",SE,Sweden,76904,92284,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_370,glassdoor_europe,Data Scientist,Ericsson,"City, Switzerland",CH,Switzerland,81113,97335,EUR,TensorFlow;Python;Machine Learning,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_371,glassdoor_europe,Staff Engineer,ASML,"Capital, United Kingdom",GB,United Kingdom,91970,110364,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_372,glassdoor_europe,Principal Engineer,BlaBlaCar,"City, Denmark",DK,Denmark,64802,77762,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_373,glassdoor_europe,DevOps Engineer,SAP,"City, Netherlands",NL,Netherlands,85494,102592,EUR,Kubernetes;Jenkins;AWS,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_374,glassdoor_europe,Software Architect,SAP,"Capital, France",FR,France,51051,61261,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_375,glassdoor_europe,Backend Developer,DeepMind,"City, Italy",IT,Italy,61218,73461,EUR,Node.js;Java;Python,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_376,glassdoor_europe,Data Engineer,DeepMind,"City, Netherlands",NL,Netherlands,151839,182206,EUR,Airflow;Kafka;Spark,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_377,glassdoor_europe,Product Manager,SAP,"Capital, France",FR,France,51387,61664,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_378,glassdoor_europe,Staff Engineer,Adyen,"Capital, Switzerland",CH,Switzerland,98675,118410,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_379,glassdoor_europe,DevOps Engineer,DeepMind,"City, Sweden",SE,Sweden,97825,117390,EUR,Docker;AWS;Linux,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_380,glassdoor_europe,Data Analyst,Adyen,"Capital, Austria",AT,Austria,72066,86479,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_381,glassdoor_europe,Software Architect,DeepMind,"City, Netherlands",NL,Netherlands,50935,61122,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_382,glassdoor_europe,Data Analyst,Zalando,"Capital, Switzerland",CH,Switzerland,128973,154767,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_383,glassdoor_europe,Backend Developer,N26,"Capital, United Kingdom",GB,United Kingdom,144141,172969,EUR,PostgreSQL;Python;Java,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_384,glassdoor_europe,Backend Developer,Revolut,"Capital, Sweden",SE,Sweden,111082,133298,EUR,Python;PostgreSQL;Java,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_385,glassdoor_europe,Machine Learning Engineer,Wise,"Capital, Spain",ES,Spain,56225,67470,EUR,MLflow;Python;Docker,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_386,glassdoor_europe,Principal Engineer,OVH,"City, Norway",NO,Norway,102789,123346,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_387,glassdoor_europe,Software Engineer,Klarna,"City, France",FR,France,80203,96243,EUR,Docker;JavaScript;React,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_388,glassdoor_europe,Software Engineer,Philips,"Capital, Belgium",BE,Belgium,79164,94996,EUR,Docker;Java;JavaScript,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_389,glassdoor_europe,Staff Engineer,ARM,"Capital, Sweden",SE,Sweden,78481,94177,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_390,glassdoor_europe,DevOps Engineer,OVH,"Capital, Italy",IT,Italy,64354,77224,EUR,AWS;Docker;Kubernetes,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_391,glassdoor_europe,Product Manager,ASML,"City, United Kingdom",GB,United Kingdom,106249,127498,EUR,Problem Solving;Programming,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_392,glassdoor_europe,Data Engineer,OVH,"Capital, Norway",NO,Norway,109076,130891,EUR,Spark;Airflow;Python,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_393,glassdoor_europe,Product Manager,Revolut,"City, Switzerland",CH,Switzerland,133778,160533,EUR,Programming;Problem Solving,2,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_394,glassdoor_europe,Machine Learning Engineer,Dassault Systemes,"Capital, Sweden",SE,Sweden,73750,88500,EUR,PyTorch;Docker;Python,3,european_market_data,2025-07-02T11:14:24.140512
glassdoor_europe_395,glassdoor_europe,Data Scientist,Dassault Systemes,"Capital, Netherlands",NL,Netherlands,159975,191970,EUR,Machine Learning;TensorFlow;R,3,european_market_data,2025-07-02T11:14:24.140512
